,,Normalized data,,,,,SINDy model,lambda=0.062,,,,,SINDy model,lambda=0.04,,
time (s),NADH,ATP,DiOC2(3),PBFI,,time (s),NADH,ATP,DiOC2(3),PBFI,,time (s),NADH,ATP,DiOC2(3),PBFI
1345,0.611231082,0.444845202,0.361484469,0.788410905,,1345,0.310168442,0.282836161,0.64092455,0.311262551,,1345,0.641188642,0.315582852,0.529669596,0.574437924
1346,0.635613033,0.404567848,0.384994116,0.746149062,,1346,0.311721536,0.301067992,0.64092455,0.291441641,,1346,0.627336672,0.321864507,0.530122396,0.545243145
1347,0.596508289,0.40449108,0.373272721,0.792235928,,1347,0.317656246,0.322251415,0.64092455,0.27313144,,1347,0.614603282,0.331215819,0.52984384,0.516633775
1348,0.634090823,0.355062102,0.444057439,0.713309837,,1348,0.328057903,0.34666865,0.64092455,0.256672855,,1348,0.603569492,0.343549025,0.528973926,0.489248161
1349,0.708647806,0.332808864,0.354993159,0.81723852,,1349,0.342875936,0.374600254,0.64092455,0.242435995,,1349,0.594704508,0.358753247,0.527617643,0.463666657
1350,0.703210355,0.344159938,0.303739215,0.8092153,,1350,0.361889979,0.406303621,0.64092455,0.230831283,,1350,0.588338726,0.376684098,0.525833072,0.440396914
1351,0.741350412,0.301127746,0.292039412,0.76732663,,1351,0.384671308,0.441980102,0.64092455,0.222328403,,1351,0.584645957,0.397151854,0.523627207,0.419863357
1352,0.747415518,0.341060114,0.323309264,0.813786669,,1352,0.410541052,0.481726212,0.64092455,0.217482837,,1352,0.583636049,0.419909876,0.520959759,0.402400852
1353,0.768287539,0.274230335,0.276375906,0.644272831,,1353,0.438529894,0.525463632,0.64092455,0.216966653,,1353,0.58515863,0.444645231,0.517754129,0.388252358
1354,0.668980615,0.29260114,0.303351824,0.779268166,,1354,0.467349627,0.572843356,0.64092455,0.221594854,,1354,0.588918061,0.47097343,0.513913771,0.377570252
1355,0.730031365,0.291302966,0.344083333,0.752586296,,1355,0.495395586,0.623123352,0.64092455,0.232330332,,1355,0.594498935,0.498438785,0.509341598,0.370420999
1356,0.769477718,0.327969352,0.38053376,0.61441899,,1356,0.520809162,0.675029503,0.64092455,0.250240273,,1356,0.601400505,0.526521193,0.503959761,0.366792691
1357,0.744116647,0.341053714,0.349085163,0.666569918,,1357,0.541636292,0.726629579,0.64092455,0.27636931,,1357,0.609077437,0.554649179,0.497727319,0.366604893
1358,0.749504159,0.362028102,0.412174549,0.591375557,,1358,0.556109713,0.775278894,0.64092455,0.311500543,,1358,0.616983468,0.582218113,0.490653766,0.369719991
1359,0.779414483,0.380718603,0.390183073,0.587830414,,1359,0.563044406,0.817722761,0.64092455,0.355810172,,1359,0.624614056,0.608611774,0.482807066,0.375955096
1360,0.852430563,0.406740124,0.403438327,0.491271898,,1360,0.562260154,0.850436826,0.64092455,0.408492823,,1360,0.631544159,0.633225076,0.474315658,0.38509346
1361,0.814511932,0.445235522,0.450219923,0.586337722,,1361,0.55485914,0.870216942,0.64092455,0.467518562,,1361,0.637457789,0.655485889,0.465364553,0.396894428
1362,0.751309978,0.470155108,0.472080145,0.525883694,,1362,0.543162816,0.874892176,0.64092455,0.529708922,,1362,0.642166972,0.674874364,0.456186219,0.411101193
1363,0.767813683,0.462045465,0.558393298,0.554524723,,1363,0.530224866,0.863900558,0.64092455,0.591215087,,1363,0.645618905,0.690938855,0.447047353,0.427445952
1364,0.762335584,0.491341376,0.581979858,0.387063336,,1364,0.519060797,0.838461579,0.64092455,0.648267868,,1364,0.647891315,0.703308263,0.438232821,0.445652481
1365,0.70582211,0.558098742,0.568612875,0.493977402,,1365,0.511911639,0.80125486,0.64092455,0.697897917,,1365,0.649177086,0.711701127,0.430028252,0.465436481
1366,0.62308197,0.598255451,0.703072345,0.43968073,,1366,0.509835032,0.755759542,0.64092455,0.738345549,,1366,0.649760008,0.715932071,0.422702807,0.486504304
1367,0.75682556,0.616898459,0.698309234,0.543049653,,1367,0.51271433,0.705540835,0.64092455,0.769072312,,1367,0.649984077,0.715916161,0.416493629,0.508550796
1368,0.617198556,0.64946876,0.617059904,0.522711724,,1368,0.519567618,0.653718563,0.64092455,0.790485288,,1368,0.650219026,0.711671486,0.411593356,0.531256985
1369,0.631891965,0.663040889,0.668167299,0.386503576,,1369,0.528958409,0.602702973,0.64092455,0.803560918,,1369,0.650824906,0.70331988,0.408141739,0.554288266
,,,,,,1370,0.539353906,0.554156929,0.64092455,0.809512628,,1370,0.652118401,0.691085376,0.406221897,0.577293599
,,,,,,1371,0.549364371,0.509093096,0.64092455,0.809563639,,1371,0.654343381,0.675289733,0.405861121,0.599906095
,,,,,,1372,0.557864684,0.468023057,0.64092455,0.804823525,,1372,0.657647818,0.656344392,0.407035446,0.621745276
,,,,,,1373,0.564029529,0.431105882,0.64092455,0.796239733,,1373,0.662068699,0.634738413,0.409676701,0.642421177
,,,,,,1374,0.567317328,0.39827204,0.64092455,0.78459283,,1374,0.667526006,0.611022407,0.41368047,0.661540405
,,,,,,1375,0.567430003,0.369316706,0.64092455,0.770512204,,1375,0.673826146,0.58578901,0.418913491,0.678714166
,,,,,,1376,0.564265722,0.343965322,0.64092455,0.754498235,,1376,0.680674516,0.559651026,0.425219455,0.693568142
,,,,,,1377,0.557873873,0.32191728,0.64092455,0.736944033,,1377,0.687696225,0.533218819,0.432422854,0.705753965
,,,,,,1378,0.548416385,0.302873663,0.64092455,0.718154177,,1378,0.694463371,0.507078764,0.440331274,0.714961793
,,,,,,1379,0.536136618,0.286553974,0.64092455,0.698360166,,1379,0.70052681,0.481774472,0.448737135,0.72093336
,,,,,,1380,0.521335594,0.272705555,0.64092455,0.677733266,,1380,0.705449998,0.457792188,0.457420177,0.723474658
,,,,,,1381,0.504354695,0.261108335,0.64092455,0.656395655,,1381,0.708842339,0.435551177,0.466151878,0.722467386
,,,,,,1382,0.485563756,0.251576723,0.64092455,0.634430685,,1382,0.710389483,0.41539925,0.474702532,0.717878225
,,,,,,1383,0.465353471,0.243959843,0.64092455,0.611892861,,1383,0.709878234,0.397613008,0.482850908,0.709765162
,,,,,,1384,0.444131052,0.238140931,0.64092455,0.58881785,,1384,0.707214169,0.382401903,0.490395675,0.698280201
,,,,,,1385,0.422318193,0.234036376,0.64092455,0.565232638,,1385,0.702430583,0.369914999,0.497167052,0.683668037
,,,,,,1386,0.400350392,0.23159476,0.64092455,0.541165716,,1386,0.695688172,0.360249236,0.503036846,0.666260556
,,,,,,1387,0.378676782,0.230796045,0.64092455,0.516657023,,1387,0.687265551,0.353458123,0.507925088,0.646467301
,,,,,,1388,0.357759625,0.231651042,0.64092455,0.491767242,,1388,0.677541485,0.349559922,0.511801953,0.62476231
,,,,,,1389,0.338072703,0.23420116,0.64092455,0.46658596,,1389,0.66697032,0.348544605,0.514684407,0.60166807
,,,,,,1390,0.320097892,0.238518408,0.64092455,0.441238169,,1390,0.656052583,0.350379017,0.516627876,0.577737464
,,,,,,1391,0.304319341,0.244705568,0.64092455,0.415888621,,1391,0.645302956,0.355009847,0.517714086,0.55353481
,,,,,,1392,0.291214799,0.252896356,0.64092455,0.390743704,,1392,0.635217927,0.362364199,0.518036779,0.529617074
,,,,,,1393,0.281243825,0.26325535,0.64092455,0.366050697,,1393,0.626245293,0.372347755,0.517687356,0.506516307
,,,,,,1394,0.27483277,0.275977315,0.64092455,0.342094667,,1394,0.61875749,0.384840769,0.516742416,0.484724157
,,,,,,1395,0.272356568,0.291285438,0.64092455,0.319193626,,1395,0.613030384,0.399692423,0.515254843,0.464679111
,,,,,,1396,0.274117399,0.309427753,0.64092455,0.297693108,,1396,0.609228836,0.416714372,0.513249507,0.44675682
,,,,,,1397,0.280320255,0.330670776,0.64092455,0.277961754,,1397,0.607399928,0.435674517,0.510723979,0.431263683
,,,,,,1398,0.291045268,0.355288938,0.64092455,0.26038984,,1398,0.607474315,0.45629219,0.507653915,0.418433615
,,,,,,1399,0.306216539,0.383547848,0.64092455,0.245392836,,1399,0.609275669,0.478235883,0.504002193,0.408427846
,,,,,,1400,0.325567302,0.415678687,0.64092455,0.233421796,,1400,0.612537607,0.501124409,0.499730413,0.401337419
,,,,,,1401,0.348601968,0.451840124,0.64092455,0.224981464,,1401,0.616926894,0.524531998,0.494811152,0.397188013
,,,,,,1402,0.374557471,0.492063378,0.64092455,0.220654963,,1402,0.622071139,0.547997301,0.489239383,0.395946585
,,,,,,1403,0.402370103,0.536175835,0.64092455,0.221130254,,1403,0.627588712,0.571035745,0.483041668,0.397529221
,,,,,,1404,0.430660274,0.58370041,0.64092455,0.227217604,,1404,0.633118355,0.593154269,0.476282146,0.401809547
,,,,,,1405,0.457756239,0.633733567,0.64092455,0.239838991,,1405,0.638345961,0.613867216,0.469064737,0.408626993
,,,,,,1406,0.481786383,0.684817569,0.64092455,0.259961664,,1406,0.643026298,0.632712145,0.461531472,0.417794264
,,,,,,1407,0.500871634,0.734843893,0.64092455,0.288445021,,1407,0.646997958,0.64926452,0.453857241,0.429103558
,,,,,,1408,0.513433057,0.781051197,0.64092455,0.3257838,,1408,0.650190548,0.663150556,0.446241534,0.442331188
,,,,,,1409,0.518582306,0.820197432,0.64092455,0.371774001,,1409,0.652623865,0.674057856,0.438898018,0.457240577
,,,,,,1410,0.516487178,0.848962831,0.64092455,0.425199456,,1410,0.654399504,0.68174381,0.432042881,0.473583776
,,,,,,1411,0.508539654,0.864554038,0.64092455,0.483700542,,1411,0.655685962,0.686041878,0.425882981,0.491101821
,,,,,,1412,0.497170721,0.865347882,0.64092455,0.543973318,,1412,0.65669872,0.68686596,0.420604804,0.509524377
,,,,,,1413,0.485298401,0.851322319,0.64092455,0.602313904,,1413,0.657677119,0.684212951,0.416365155,0.528569151
,,,,,,1414,0.475598312,0.824071886,0.64092455,0.65532926,,1414,0.658859926,0.678163456,0.413284276,0.54794152
,,,,,,1415,0.469895448,0.78639656,0.64092455,0.700530156,,1415,0.660461562,0.668880453,0.411441833,0.567334777
,,,,,,1416,0.468896346,0.741654106,0.64092455,0.736597657,,1416,0.662650787,0.656605617,0.410875788,0.586431325
,,,,,,1417,0.472283481,0.693134261,0.64092455,0.763302897,,1417,0.665533469,0.641653012,0.411583849,0.604905046
,,,,,,1418,0.479034728,0.643631894,0.64092455,0.78121108,,1418,0.669140697,0.624399972,0.413526839,0.622425011
,,,,,,1419,0.487793889,0.595260975,0.64092455,0.791334566,,1419,0.67342312,0.60527525,0.416633166,0.638660605
,,,,,,1420,0.497173695,0.549455453,0.64092455,0.79484627,,1420,0.678251925,0.584744813,0.420803582,0.653288066
,,,,,,1421,0.50594873,0.507073722,0.64092455,0.792892387,,1421,0.683426362,0.563295998,0.425915592,0.66599831
,,,,,,1422,0.513147614,0.468537789,0.64092455,0.786495221,,1422,0.68868724,0.541420995,0.431827222,0.676505817
,,,,,,1423,0.518074335,0.433965999,0.64092455,0.776518548,,1423,0.693735351,0.519600794,0.438380209,0.684558218
,,,,,,1424,0.520288861,0.403281623,0.64092455,0.763668538,,1424,0.698253429,0.498290704,0.44540302,0.689946106
,,,,,,1425,0.519569391,0.37629388,0.64092455,0.748510899,,1425,0.701929934,0.477908374,0.452714275,0.692512477
,,,,,,1426,0.515870105,0.352754673,0.64092455,0.731492889,,1426,0.704482855,0.458824983,0.46012712,0.692161183
,,,,,,1427,0.509281704,0.332396372,0.64092455,0.712964654,,1427,0.705681666,0.441359823,0.467454886,0.68886375
,,,,,,1428,0.499997926,0.314955881,0.64092455,0.693197901,,1428,0.705365745,0.425778186,0.474517991,0.682663989
,,,,,,1429,0.488288814,0.300189234,0.64092455,0.672401719,,1429,0.703457818,0.412292115,0.481151614,0.67367994
,,,,,,1430,0.474480367,0.287879918,0.64092455,0.650736099,,1430,0.699971406,0.401063375,0.487213316,0.662102834
,,,,,,1431,0.458939685,0.277843194,0.64092455,0.628323872,,1431,0.695011724,0.392207899,0.492589599,0.64819298
,,,,,,1432,0.442064538,0.269927954,0.64092455,0.605261694,,1432,0.688770026,0.385800968,0.497200367,0.632272654
,,,,,,1433,0.424276267,0.264017185,0.64092455,0.581630442,,1433,0.681511903,0.381882417,0.501000541,0.614716292
,,,,,,1434,0.406014981,0.260027681,0.64092455,0.557505211,,1434,0.6735605,0.380461319,0.503978442,0.595938496
,,,,,,1435,0.387736064,0.257909455,0.64092455,0.532964834,,1435,0.665275975,0.381519666,0.506151084,0.576380467
,,,,,,1436,0.369907078,0.257645085,0.64092455,0.50810072,,1436,0.657032751,0.385014747,0.507556968,0.556495623
,,,,,,1437,0.353004225,0.25924913,0.64092455,0.483024653,,1437,0.649196222,0.390880063,0.508247397,0.536735181
,,,,,,1438,0.337507623,0.262767619,0.64092455,0.457875172,,1438,0.642100517,0.399024759,0.508277489,0.517534446
,,,,,,1439,0.323894778,0.268277578,0.64092455,0.43282214,,1439,0.636028824,0.40933178,0.507698123,0.499300446
,,,,,,1440,0.31263174,0.275886421,0.64092455,0.408069247,,1440,0.631197532,0.421655092,0.506549872,0.482401457
,,,,,,1441,0.304161651,0.285730997,0.64092455,0.383854368,,1441,0.627745198,0.43581652,0.504859643,0.467158722
,,,,,,1442,0.298890466,0.297975905,0.64092455,0.360447983,,1442,0.625727015,0.451602844,0.502640361,0.453840592
,,,,,,1443,0.297169828,0.312810604,0.64092455,0.338150238,,1443,0.625115088,0.468763888,0.499893582,0.442659084
,,,,,,1444,0.299277095,0.330444602,0.64092455,0.317287594,,1444,0.625804476,0.48701225,0.496614533,0.433768781
,,,,,,1445,0.305392537,0.351099744,0.64092455,0.298210378,,1445,0.627624491,0.506025215,0.492798799,0.427267849
,,,,,,1446,0.315573711,0.374998277,0.64092455,0.281292789,,1446,0.630354395,0.525449119,0.488449672,0.423200883
,,,,,,1447,0.329727035,0.402344858,0.64092455,0.266936933,,1447,0.633742235,0.544906175,0.483585187,0.421563198
,,,,,,1448,0.347576935,0.433300124,0.64092455,0.255582055,,1448,0.637525288,0.564003441,0.478243947,0.422306123
,,,,,,1449,0.368633815,0.467942827,0.64092455,0.24771913,,1449,0.641450428,0.582343384,0.472489036,0.425342828
,,,,,,1450,0.392164078,0.506217226,0.64092455,0.243908953,,1450,0.645292765,0.599535334,0.466409603,0.430554219
,,,,,,1451,0.417168827,0.547862935,0.64092455,0.244798451,,1451,0.648871038,0.615207069,0.460119951,0.437794451
,,,,,,1452,0.442383096,0.592326875,0.64092455,0.251124917,,1452,0.652058614,0.629015879,0.453756242,0.446895752
,,,,,,1453,0.466313672,0.638663051,0.64092455,0.2636916,,1453,0.654789343,0.640658572,0.447471155,0.457672325
,,,,,,1454,0.487338368,0.685437303,0.64092455,0.283292954,,1454,0.657058001,0.649880081,0.441426985,0.469923253
,,,,,,1455,0.503887084,0.730671057,0.64092455,0.310569098,,1455,0.658915533,0.656480512,0.435787798,0.483434491
,,,,,,1456,0.514706853,0.771875727,0.64092455,0.34578494,,1456,0.660459703,0.660320571,0.430711324,0.4979801
,,,,,,1457,0.519172959,0.80623447,0.64092455,0.388566489,,1457,0.661822109,0.661325389,0.426341232,0.513323001
,,,,,,1458,0.517553864,0.830960656,0.64092455,0.437678713,,1458,0.663152752,0.659486718,0.422800423,0.529215541
,,,,,,1459,0.511101104,0.843791407,0.64092455,0.490965609,,1459,0.66460347,0.654863479,0.420185788,0.545400174
,,,,,,1460,0.501863569,0.843481849,0.64092455,0.545548363,,1460,0.666311604,0.647580538,0.418564746,0.561610549
,,,,,,1461,0.492236715,0.830114039,0.64092455,0.59827289,,1461,0.668385178,0.637825599,0.417973637,0.577573217
,,,,,,1462,0.484396786,0.805083986,0.64092455,0.646264866,,1462,0.670890757,0.625844092,0.418417832,0.593010167
,,,,,,1463,0.479836253,0.77077003,0.64092455,0.687386586,,1463,0.673844913,0.611932058,0.41987325,0.607642277
,,,,,,1464,0.479154926,0.730024384,0.64092455,0.720448479,,1464,0.677209941,0.596427137,0.422288853,0.621193752
,,,,,,1465,0.482123356,0.685676044,0.64092455,0.74515951,,1465,0.680894166,0.579697967,0.425589677,0.633397508
,,,,,,1466,0.487922721,0.640178271,0.64092455,0.761907556,,1466,0.684756808,0.562132481,0.429680043,0.644001408
,,,,,,1467,0.495434637,0.595438997,0.64092455,0.771489396,,1467,0.688617035,0.544125724,0.43444674,0.652775137
,,,,,,1468,0.503488858,0.552800958,0.64092455,0.774876683,,1468,0.692266508,0.526067922,0.439762144,0.659517467
,,,,,,1469,0.511030287,0.513111768,0.64092455,0.77305364,,1469,0.69548446,0.508333501,0.445487417,0.664063534
,,,,,,1470,0.517206687,0.476830411,0.64092455,0.766925064,,1470,0.69805413,0.491271686,0.451475989,0.666291721
,,,,,,1471,0.521396924,0.444135327,0.64092455,0.757276574,,1471,0.699779295,0.475199111,0.45757754,0.666129707
,,,,,,1472,0.523202422,0.415017054,0.64092455,0.744767,,1472,0.700499597,0.460394684,0.463642572,0.663559243
,,,,,,1473,0.522420014,0.389350181,0.64092455,0.729937285,,1473,0.700103492,0.447096692,0.469527507,0.658619253
,,,,,,1474,0.51900829,0.366945695,0.64092455,0.713225938,,1474,0.698537794,0.435501947,0.47509999,0.651406963
,,,,,,1475,0.513054402,0.347587206,0.64092455,0.694985711,,1475,0.695813102,0.42576661,0.480243954,0.64207684
,,,,,,1476,0.504744709,0.331054995,0.64092455,0.675499144,,1476,0.692004696,0.418008242,0.484863874,0.630837286
,,,,,,1477,0.494340477,0.317141335,0.64092455,0.654992337,,1477,0.68724887,0.412308593,0.488887651,0.61794515
,,,,,,1478,0.482158693,0.305659813,0.64092455,0.633647055,,1478,0.68173501,0.408716658,0.49226772,0.603698289
,,,,,,1479,0.468557401,0.296450663,0.64092455,0.611611578,,1479,0.675694061,0.4072516,0.494980184,0.588426516
,,,,,,1480,0.453924771,0.289383552,0.64092455,0.589010638,,1480,0.669384275,0.40790519,0.497022059,0.572481381
,,,,,,1481,0.438670986,0.28435878,0.64092455,0.56595471,,1481,0.663075306,0.410643544,0.498406984,0.556225317
,,,,,,1482,0.423222057,0.281307571,0.64092455,0.542548713,,1482,0.65703181,0.415408038,0.49915998,0.540020691
,,,,,,1483,0.408014719,0.280191853,0.64092455,0.518900058,,1483,0.651497693,0.422115395,0.499311962,0.52421928
,,,,,,1484,0.393491623,0.28100379,0.64092455,0.495125861,,1484,0.6466821,0.430657064,0.498894736,0.509152664
,,,,,,1485,0.380096107,0.283765153,0.64092455,0.471359068,,1485,0.642748036,0.44089815,0.497937124,0.495123903
,,,,,,1486,0.36826596,0.288526566,0.64092455,0.447753254,,1486,0.639804369,0.452676212,0.496462669,0.482400792
,,,,,,1487,0.358425661,0.295366528,0.64092455,0.424485924,,1487,0.63790169,0.465800356,0.49448915,0.47121085
,,,,,,1488,0.35097673,0.304390024,0.64092455,0.401760254,,1488,0.637032237,0.480051044,0.492029859,0.461738104
,,,,,,1489,0.346285905,0.315726457,0.64092455,0.379805444,,1489,0.637133834,0.495181013,0.489096396,0.454121614
,,,,,,1490,0.344671009,0.329526463,0.64092455,0.358876074,,1490,0.638097457,0.510917598,0.485702481,0.448455611
,,,,,,1491,0.346384379,0.345957028,0.64092455,0.339251128,,1491,0.639777831,0.526966624,0.481868255,0.444791027
,,,,,,1492,0.351593827,0.365194103,0.64092455,0.32123362,,1492,0.642006158,0.543017838,0.47762442,0.44313816
,,,,,,1493,0.360361136,0.387411604,0.64092455,0.305151884,,1493,0.644603964,0.558751711,0.473015698,0.443470157
,,,,,,1494,0.372618209,0.412765345,0.64092455,0.291363621,,1494,0.647396942,0.57384727,0.468103122,0.445726987
,,,,,,1495,0.388141391,0.441370021,0.64092455,0.280263448,,1495,0.650227668,0.587990545,0.462964889,0.449819587
,,,,,,1496,0.40652523,0.473266981,0.64092455,0.272293887,,1496,0.652966229,0.600883162,0.457695624,0.455633888
,,,,,,1497,0.427158531,0.508380394,0.64092455,0.267958215,,1497,0.655517952,0.612250651,0.452404103,0.463034491
,,,,,,1498,0.449208115,0.546459974,0.64092455,0.267830997,,1498,0.657827736,0.621850113,0.447209616,0.471867841
,,,,,,1499,0.471619366,0.587010435,0.64092455,0.272558512,,1499,0.659880768,0.629476946,0.442237289,0.481964844
,,,,,,1500,0.493147003,0.629212482,0.64092455,0.282836831,,1500,0.661699724,0.634970474,0.437612735,0.493142934
