time (s),NADH,,time (s),DiOC2(3),,time (s),PBFI
2237,201450,,2237,24507,,2237,3449
2238,204100,,2238,24506,,2238,3385
2239,199250,,2239,24551,,2239,3502
2240,200250,,2240,24557,,2240,3213
2241,200600,,2241,24518,,2241,2412
2242,203200,,2242,24484,,2242,2563
2243,202700,,2243,24471,,2243,2552
2244,199700,,2244,24501,,2244,3224
2245,200300,,2245,24539,,2245,2702
2246,204250,,2246,24473,,2246,3117
2247,201850,,2247,24390,,2247,3207
2248,204450,,2248,24339,,2248,2541
2249,203050,,2249,24440,,2249,3204
2250,201850,,2250,24379,,2250,3072
2251,202200,,2251,24352,,2251,2691
2252,201900,,2252,24405,,2252,3152
2253,203250,,2253,24371,,2253,3154
2254,202300,,2254,24395,,2254,2982
2255,202350,,2255,24328,,2255,2719
2256,201500,,2256,24321,,2256,3022
2257,203150,,2257,24308,,2257,3531
2258,203000,,2258,24309,,2258,3080
2259,202900,,2259,24329,,2259,3181
2260,201700,,2260,24343,,2260,2834
2261,204400,,2261,24266,,2261,3336
2262,201150,,2262,24250,,2262,2886
2263,201850,,2263,24285,,2263,3289
2264,203400,,2264,24274,,2264,3204
2265,203000,,2265,24251,,2265,3084
2266,201850,,2266,24307,,2266,2843
2267,200800,,2267,24191,,2267,3275
2268,202800,,2268,24258,,2268,3240
2269,202450,,2269,24242,,2269,3238
2270,203650,,2270,24198,,2270,3315
2271,202750,,2271,24229,,2271,2912
2272,204650,,2272,24178,,2272,2421
2273,205550,,2273,24145,,2273,2539
2274,203200,,2274,24185,,2274,2759
2275,202200,,2275,24117,,2275,2292
2276,204000,,2276,24161,,2276,3035
2277,203750,,2277,24129,,2277,2882
2278,204800,,2278,24150,,2278,2906
2279,203350,,2279,24056,,2279,1617
2280,203400,,2280,24110,,2280,2370
2281,201100,,2281,24115,,2281,2133
2282,204450,,2282,24024,,2282,2775
2283,202250,,2283,24038,,2283,2797
2284,202700,,2284,24038,,2284,2788
2285,204100,,2285,23987,,2285,2773
2286,201150,,2286,23981,,2286,2695
2287,201750,,2287,24001,,2287,2817
2288,204950,,2288,23947,,2288,2708
2289,202900,,2289,23925,,2289,2471
2290,201500,,2290,23937,,2290,1938
2291,205250,,2291,23911,,2291,2545
2292,207350,,2292,23900,,2292,2726
2293,206800,,2293,23954,,2293,3347
2294,202150,,2294,23969,,2294,2513
2295,203250,,2295,23886,,2295,2833
2296,203100,,2296,23863,,2296,2463
2297,203000,,2297,23867,,2297,2160
2298,203600,,2298,23909,,2298,3220
2299,203100,,2299,23864,,2299,3124
2300,202800,,2300,23815,,2300,3090
2301,206550,,2301,23799,,2301,2949
2302,206950,,2302,23840,,2302,2792
2303,202900,,2303,23779,,2303,2958
2304,205950,,2304,23749,,2304,2853
2305,204700,,2305,23821,,2305,2734
2306,205400,,2306,23808,,2306,2587
2307,204850,,2307,23806,,2307,2862
2308,207200,,2308,23751,,2308,2660
2309,205950,,2309,23781,,2309,2913
2310,206000,,2310,23788,,2310,2808
2311,206000,,2311,23728,,2311,2724
2312,204250,,2312,23664,,2312,2905
2313,207400,,2313,23773,,2313,2799
2314,207450,,2314,23722,,2314,3124
2315,203800,,2315,23719,,2315,3231
2316,203450,,2316,23656,,2316,2767
2317,205300,,2317,23673,,2317,2951
2318,204750,,2318,23634,,2318,2972
2319,207950,,2319,23587,,2319,3279
2320,206950,,2320,23523,,2320,2955
2321,207050,,2321,23626,,2321,3372
2322,207850,,2322,23670,,2322,2761
2323,205800,,2323,23610,,2323,2268
2324,207550,,2324,23652,,2324,2883
2325,207600,,2325,23588,,2325,2947
2326,206650,,2326,23602,,2326,2493
2327,205650,,2327,23535,,2327,2876
2328,205850,,2328,23491,,2328,2754
2329,206700,,2329,23594,,2329,2605
2330,206350,,2330,23489,,2330,2942
2331,207300,,2331,23523,,2331,3238
2332,204950,,2332,23485,,2332,2685
2333,205250,,2333,23477,,2333,3051
2334,207200,,2334,23518,,2334,2519
2335,205800,,2335,23490,,2335,2154
2336,206600,,2336,23501,,2336,3624
2337,206900,,2337,23504,,2337,3256
2338,204250,,2338,23451,,2338,3213
2339,208550,,2339,23479,,2339,3108
2340,208600,,2340,23428,,2340,3115
2341,208600,,2341,23419,,2341,3176
2342,208000,,2342,23416,,2342,3954
2343,208700,,2343,23404,,2343,3180
2344,209650,,2344,23390,,2344,3201
2345,207950,,2345,23380,,2345,2981
2346,210000,,2346,23369,,2346,2688
2347,209400,,2347,23320,,2347,3702
2348,208700,,2348,23389,,2348,3026
2349,209500,,2349,23330,,2349,3695
2350,207850,,2350,23305,,2350,3051
2351,209250,,2351,23293,,2351,3667
2352,207250,,2352,23293,,2352,3969
2353,206500,,2353,23285,,2353,3231
2354,207450,,2354,23232,,2354,3218
2355,207000,,2355,23229,,2355,3871
2356,210450,,2356,23231,,2356,3232
2357,209300,,2357,23256,,2357,3009
2358,209200,,2358,23221,,2358,3232
2359,209050,,2359,23196,,2359,2891
2360,206900,,2360,23213,,2360,2584
2361,211200,,2361,23185,,2361,2826
2362,209550,,2362,23255,,2362,2785
2363,208600,,2363,23221,,2363,3022
2364,210850,,2364,23174,,2364,2795
2365,210550,,2365,23117,,2365,2882
2366,207200,,2366,23089,,2366,3000
2367,210600,,2367,23083,,2367,2893
2368,208050,,2368,23092,,2368,2405
2369,210800,,2369,23107,,2369,2825
2370,212650,,2370,23099,,2370,2711
2371,209050,,2371,23035,,2371,3197
2372,209850,,2372,23053,,2372,2433
2373,209950,,2373,23034,,2373,2406
2374,207550,,2374,23067,,2374,2174
2375,211300,,2375,23007,,2375,2652
2376,210900,,2376,23006,,2376,1996
2377,209950,,2377,22984,,2377,3054
2378,210550,,2378,22979,,2378,2243
2379,210050,,2379,22998,,2379,2934
2380,212450,,2380,22980,,2380,2258
2381,213050,,2381,23006,,2381,2656
2382,209500,,2382,22963,,2382,2516
2383,209150,,2383,22973,,2383,2484
2384,207750,,2384,22958,,2384,3776
2385,212750,,2385,22938,,2385,3393
2386,209950,,2386,22980,,2386,3438
2387,211200,,2387,22885,,2387,3100
2388,211950,,2388,22948,,2388,2732
2389,209150,,2389,22881,,2389,3012
2390,209100,,2390,22913,,2390,3471
2391,209400,,2391,22842,,2391,2763
2392,208400,,2392,22897,,2392,3134
2393,208200,,2393,22887,,2393,3018
2394,208900,,2394,22873,,2394,3055
2395,211900,,2395,22826,,2395,2281
2396,209800,,2396,22845,,2396,2953
2397,208250,,2397,22774,,2397,2600
2398,211150,,2398,22795,,2398,3475
2399,210900,,2399,22760,,2399,3108
2400,210150,,2400,22809,,2400,3059
2401,210650,,2401,22742,,2401,2114
2402,211400,,2402,22788,,2402,3266
2403,212250,,2403,22716,,2403,2788
2404,212000,,2404,22719,,2404,3130
2405,207100,,2405,22729,,2405,2953
2406,209900,,2406,22727,,2406,3142
2407,210450,,2407,22707,,2407,2872
2408,209350,,2408,22654,,2408,2835
2409,209800,,2409,22708,,2409,2952
2410,211850,,2410,22656,,2410,2937
2411,210900,,2411,22695,,2411,3242
2412,210250,,2412,22629,,2412,2957
2413,207800,,2413,22679,,2413,2836
2414,209850,,2414,22723,,2414,2989
2415,211700,,2415,22648,,2415,3550
2416,212000,,2416,22681,,2416,3084
2417,210550,,2417,22679,,2417,3174
2418,210750,,2418,22688,,2418,2544
2419,211200,,2419,22682,,2419,3117
2420,212700,,2420,22606,,2420,2891
2421,208650,,2421,22673,,2421,3053
2422,211000,,2422,22613,,2422,2999
2423,212600,,2423,22589,,2423,2234
2424,209300,,2424,22652,,2424,3546
2425,207900,,2425,22619,,2425,2754
2426,211600,,2426,22574,,2426,3825
2427,212600,,2427,22527,,2427,2833
2428,211300,,2428,22561,,2428,3120
2429,211150,,2429,22562,,2429,2935
2430,210750,,2430,22531,,2430,3401
2431,213250,,2431,22563,,2431,2713
2432,212050,,2432,22555,,2432,2792
2433,212150,,2433,22508,,2433,3171
2434,211850,,2434,22582,,2434,3602
2435,210700,,2435,22544,,2435,2748
2436,210750,,2436,22476,,2436,2905
2437,210950,,2437,22512,,2437,3389
2438,210650,,2438,22519,,2438,3146
2439,214950,,2439,22457,,2439,2838
2440,210950,,2440,22458,,2440,3654
2441,210150,,2441,22421,,2441,3351
2442,209950,,2442,22435,,2442,3290
2443,210450,,2443,22441,,2443,2931
2444,212100,,2444,22493,,2444,2987
2445,209500,,2445,22454,,2445,2524
2446,211500,,2446,22407,,2446,3220
2447,210550,,2447,22389,,2447,2721
2448,212350,,2448,22392,,2448,2144
2449,208150,,2449,22412,,2449,2563
2450,209700,,2450,22362,,2450,3148
2451,210450,,2451,22328,,2451,2529
2452,210100,,2452,22441,,2452,3209
2453,209400,,2453,22389,,2453,2790
2454,211350,,2454,22305,,2454,2422
2455,210400,,2455,22334,,2455,2950
2456,212250,,2456,22321,,2456,2753
2457,213950,,2457,22292,,2457,3319
2458,212400,,2458,22269,,2458,2470
2459,210300,,2459,22260,,2459,2285
2460,211400,,2460,22244,,2460,3300
2461,211700,,2461,22241,,2461,3024
2462,213250,,2462,22212,,2462,3223
2463,210700,,2463,22257,,2463,3219
2464,211500,,2464,22277,,2464,2631
2465,213500,,2465,22260,,2465,3482
2466,213850,,2466,22274,,2466,3088
2467,212700,,2467,22210,,2467,3250
2468,210800,,2468,22233,,2468,2830
2469,209900,,2469,22201,,2469,2700
2470,211450,,2470,22199,,2470,2604
2471,211750,,2471,22187,,2471,3020
2472,210700,,2472,22172,,2472,2546
2473,210850,,2473,22179,,2473,2757
2474,213200,,2474,22188,,2474,2536
2475,212200,,2475,22222,,2475,3073
2476,213650,,2476,22182,,2476,2792
2477,214150,,2477,22206,,2477,3034
2478,213300,,2478,22225,,2478,3195
2479,212300,,2479,22187,,2479,2561
2480,212650,,2480,22122,,2480,3151
2481,211000,,2481,22164,,2481,3170
2482,214850,,2482,22140,,2482,2798
2483,208350,,2483,22157,,2483,2569
2484,212050,,2484,22124,,2484,3136
2485,214500,,2485,22106,,2485,2844
2486,213950,,2486,22084,,2486,2383
2487,214250,,2487,22115,,2487,2946
2488,215150,,2488,22113,,2488,3289
2489,212600,,2489,22082,,2489,3295
2490,213550,,2490,22129,,2490,2489
2491,213150,,2491,22035,,2491,2795
2492,215750,,2492,22091,,2492,3221
2493,211650,,2493,22122,,2493,3076
2494,213650,,2494,22131,,2494,2583
2495,213650,,2495,22055,,2495,3101
2496,210300,,2496,22079,,2496,2975
2497,212150,,2497,22105,,2497,2427
2498,212750,,2498,22083,,2498,3137
2499,213450,,2499,22065,,2499,3255
2500,212400,,2500,22057,,2500,2980
